ID,Espèce,Chemin d'accès,Classe,Image_nettoyee
large,Chat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chat\large.jpeg,1,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chat\large.jpg
original (1),Chat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chat\original (1).jpg,1,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chat\original (1).jpg
Hispid-Cotton-Rat-Tracks-1,Rat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Rat\Hispid-Cotton-Rat-Tracks-1.jpg,9,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Rat\Hispid-Cotton-Rat-Tracks-1.jpg
Cottontail-Tracks,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\Cottontail-Tracks.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\Cottontail-Tracks.jpg
Red-Fox-Tracks-2,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\Red-Fox-Tracks-2.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\Red-Fox-Tracks-2.jpg
1000_F_338314475_rX2tbNhfr8HSpwHY7rhwqqi0zmJy2dIj,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\1000_F_338314475_rX2tbNhfr8HSpwHY7rhwqqi0zmJy2dIj.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\1000_F_338314475_rX2tbNhfr8HSpwHY7rhwqqi0zmJy2dIj.jpg
ebtfm3,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\ebtfm3.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\ebtfm3.jpg
bham19,Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\bham19.jpg,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\bham19.jpg
f0pren,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\f0pren.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\f0pren.jpg
squirrel-footprints-on-white-snow-260nw-2397155315,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\squirrel-footprints-on-white-snow-260nw-2397155315.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\squirrel-footprints-on-white-snow-260nw-2397155315.jpg
Black-tailed-Jackrabbit-Tracks-5,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\Black-tailed-Jackrabbit-Tracks-5.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\Black-tailed-Jackrabbit-Tracks-5.jpg
IM002174,Chat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chat\IM002174.jpg,1,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chat\IM002174.jpg
wg4wdx,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\wg4wdx.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\wg4wdx.jpg
dn35tc,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\dn35tc.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\dn35tc.jpg
5f45f9751abbe28043152820fdaa89eb,Chat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chat\5f45f9751abbe28043152820fdaa89eb.jpg,1,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chat\5f45f9751abbe28043152820fdaa89eb.jpg
american-red-squirrel-tamiasciurus-hudsonicus-260nw-704786125,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\american-red-squirrel-tamiasciurus-hudsonicus-260nw-704786125.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\american-red-squirrel-tamiasciurus-hudsonicus-260nw-704786125.jpg
muddy-wolf-paw-prints-in-yellwostone-national-park-2J2H4B6,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\muddy-wolf-paw-prints-in-yellwostone-national-park-2J2H4B6.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\muddy-wolf-paw-prints-in-yellwostone-national-park-2J2H4B6.jpg
original_1,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\original_1.jpeg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\original_1.jpg
Coyote-Tracks-11,Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\Coyote-Tracks-11.jpg,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\Coyote-Tracks-11.jpg
original (4),Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\original (4).jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\original (4).jpg
original (2),Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\original (2).jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\original (2).jpg
b82caf,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\b82caf.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\b82caf.jpg
original (7),Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\original (7).jpeg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\original (7).jpg
original,Castor,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Castor\original.png,0,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Castor\original.jpg
rjkpkc,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\rjkpkc.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\rjkpkc.jpg
Coyote-Front-Track,Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\Coyote-Front-Track.jpg,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\Coyote-Front-Track.jpg
Raccoon-Left-Hind-Track,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\Raccoon-Left-Hind-Track.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\Raccoon-Left-Hind-Track.jpg
pknnjy,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\pknnjy.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\pknnjy.jpg
wolf-tracks-in-denali-national-park-in-alaska-M45PBT,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\wolf-tracks-in-denali-national-park-in-alaska-M45PBT.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\wolf-tracks-in-denali-national-park-in-alaska-M45PBT.jpg
rabbit-tracks-snow-600w-2395363465,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\rabbit-tracks-snow-600w-2395363465.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\rabbit-tracks-snow-600w-2395363465.jpg
h23bea,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\h23bea.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\h23bea.jpg
coulee-castor20150418-1542442,Castor,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Castor\coulee-castor20150418-1542442.jpg,0,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Castor\coulee-castor20150418-1542442.jpg
12024540-empreinte-de-patte-de-loup-sur-la-boue-photo2,Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\12024540-empreinte-de-patte-de-loup-sur-la-boue-photo2.jpg,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\12024540-empreinte-de-patte-de-loup-sur-la-boue-photo2.jpg
hunting-skis-rabbit-tracks-snow-600w-2100619618,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\hunting-skis-rabbit-tracks-snow-600w-2100619618.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\hunting-skis-rabbit-tracks-snow-600w-2100619618.jpg
e9nkca,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\e9nkca.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\e9nkca.jpg
cattracksofboots112507,Chat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chat\cattracksofboots112507.jpg,1,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chat\cattracksofboots112507.jpg
original (1),Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\original (1).jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\original (1).jpg
s3bpd0,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\s3bpd0.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\s3bpd0.jpg
original (6),Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\original (6).jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\original (6).jpg
Coyote-Tracks-7,Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\Coyote-Tracks-7.jpg,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\Coyote-Tracks-7.jpg
castor-europeen-castor-fiber-des-empreintes-de-pas-dans-le-sable-basse-saxe-allemagne-rwgb06,Castor,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Castor\castor-europeen-castor-fiber-des-empreintes-de-pas-dans-le-sable-basse-saxe-allemagne-rwgb06.jpg,0,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Castor\castor-europeen-castor-fiber-des-empreintes-de-pas-dans-le-sable-basse-saxe-allemagne-rwgb06.jpg
original_10,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\original_10.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\original_10.jpg
d34nf8,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\d34nf8.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\d34nf8.jpg
paw-prints-6930357_1280,Chat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chat\paw-prints-6930357_1280.jpg,1,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chat\paw-prints-6930357_1280.jpg
Muskrat-Tracks-1,Rat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Rat\Muskrat-Tracks-1.jpg,9,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Rat\Muskrat-Tracks-1.jpg
cntjwb,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\cntjwb.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\cntjwb.jpg
Beaver-Track,Castor,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Castor\Beaver-Track.jpg,0,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Castor\Beaver-Track.jpg
gp5g41,Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\gp5g41.jpg,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\gp5g41.jpg
rabbit-track-13441327,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\rabbit-track-13441327.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\rabbit-track-13441327.jpg
squirrel-footprints-on-white-snow-260nw-2397155323,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\squirrel-footprints-on-white-snow-260nw-2397155323.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\squirrel-footprints-on-white-snow-260nw-2397155323.jpg
rabbit-tracks-snow-37605673,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\rabbit-tracks-snow-37605673.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\rabbit-tracks-snow-37605673.jpg
Black-tailed-Jackrabbit-Tracks-4,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\Black-tailed-Jackrabbit-Tracks-4.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\Black-tailed-Jackrabbit-Tracks-4.jpg
stock-photo-footprints-of-a-squirrel-on-white-snow-winter-nature-background-589730984,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\stock-photo-footprints-of-a-squirrel-on-white-snow-winter-nature-background-589730984.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\stock-photo-footprints-of-a-squirrel-on-white-snow-winter-nature-background-589730984.jpg
original_7,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\original_7.jpeg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\original_7.jpg
2wkxcr5,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\2wkxcr5.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\2wkxcr5.jpg
2e157335d704cb4ac13b7b0b50a441e9,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\2e157335d704cb4ac13b7b0b50a441e9.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\2e157335d704cb4ac13b7b0b50a441e9.jpg
11947904-empreinte-de-patte-de-loup-sur-la-boue-photo,Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\11947904-empreinte-de-patte-de-loup-sur-la-boue-photo.jpg,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\11947904-empreinte-de-patte-de-loup-sur-la-boue-photo.jpg
original_3,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\original_3.jpeg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\original_3.jpg
cxrcjw,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\cxrcjw.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\cxrcjw.jpg
fbramg,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\fbramg.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\fbramg.jpg
2f8b05g,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\2f8b05g.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\2f8b05g.jpg
Red-Fox-Tracks-(1),Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\Red-Fox-Tracks-(1).jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\Red-Fox-Tracks-(1).jpg
snow-861557_1280,Chat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chat\snow-861557_1280.jpg,1,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chat\snow-861557_1280.jpg
by4h0m,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\by4h0m.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\by4h0m.jpg
Coyote-Tracks-(7),Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\Coyote-Tracks-(7).jpg,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\Coyote-Tracks-(7).jpg
23619535-chien-patte-empreinte-sur-frais-ciment-photo4,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\23619535-chien-patte-empreinte-sur-frais-ciment-photo4.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\23619535-chien-patte-empreinte-sur-frais-ciment-photo4.jpg
rjj1b1,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\rjj1b1.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\rjj1b1.jpg
dxpre3,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\dxpre3.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\dxpre3.jpg
wolf-tracks-in-northern-manitoba-canada-the-tracks-have-been-left-by-a-wild-wolf-RTTX95,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\wolf-tracks-in-northern-manitoba-canada-the-tracks-have-been-left-by-a-wild-wolf-RTTX95.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\wolf-tracks-in-northern-manitoba-canada-the-tracks-have-been-left-by-a-wild-wolf-RTTX95.jpg
s1a5d3,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\s1a5d3.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\s1a5d3.jpg
original (3),Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\original (3).jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\original (3).jpg
hr51gm,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\hr51gm.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\hr51gm.jpg
gdb07p,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\gdb07p.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\gdb07p.jpg
2jby4xw,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\2jby4xw.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\2jby4xw.jpg
Gray-Fox-Track,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\Gray-Fox-Track.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\Gray-Fox-Track.jpg
original (6),Puma,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Puma\original (6).jpg,8,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Puma\original (6).jpg
rbjyn0,Castor,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Castor\rbjyn0.jpg,0,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Castor\rbjyn0.jpg
Raccoon-Tracks-2,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\Raccoon-Tracks-2.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\Raccoon-Tracks-2.jpg
2b0w0g7,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\2b0w0g7.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\2b0w0g7.jpg
original (1),Puma,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Puma\original (1).jpeg,8,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Puma\original (1).jpg
wolf-paw-print-D1PKFF,Loup,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Loup\wolf-paw-print-D1PKFF.jpg,6,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Loup\wolf-paw-print-D1PKFF.jpg
Red-Fox-Tracks-11,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\Red-Fox-Tracks-11.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\Red-Fox-Tracks-11.jpg
ejjw41,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\ejjw41.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\ejjw41.jpg
dog-footprint-on-earth-260nw-148533323,Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\dog-footprint-on-earth-260nw-148533323.webp,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\dog-footprint-on-earth-260nw-148533323.jpg
original (8),Chat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chat\original (8).jpg,1,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chat\original (8).jpg
Red-Fox-Tracks,Renard,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Renard\Red-Fox-Tracks.jpg,11,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Renard\Red-Fox-Tracks.jpg
rabbit-tracks-23120577,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\rabbit-tracks-23120577.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\rabbit-tracks-23120577.jpg
-snow-dry-plants-around-bunny-s-footprints-in-white-snow-rabbit-s-2099673535,Lapin,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Lapin\-snow-dry-plants-around-bunny-s-footprints-in-white-snow-rabbit-s-2099673535.jpg,5,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Lapin\-snow-dry-plants-around-bunny-s-footprints-in-white-snow-rabbit-s-2099673535.jpg
330px-Coyote_tracks_in_mud.JPG,Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\330px-Coyote_tracks_in_mud.JPG.jpg,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\330px-Coyote_tracks_in_mud.JPG.jpg
California-Ground-Squirrel-Tracks-6,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\California-Ground-Squirrel-Tracks-6.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\California-Ground-Squirrel-Tracks-6.jpg
e70e4m,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\e70e4m.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\e70e4m.jpg
coyote-tracks-260nw-528961438,Coyote,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Coyote\coyote-tracks-260nw-528961438.webp,3,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Coyote\coyote-tracks-260nw-528961438.jpg
domcatpen,Chat,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chat\domcatpen.jpg,1,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chat\domcatpen.jpg
rbjymj,Castor,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Castor\rbjymj.jpg,0,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Castor\rbjymj.jpg
2c17g22,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\2c17g22.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\2c17g22.jpg
2r6a2ey,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\2r6a2ey.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\2r6a2ey.jpg
stephanie-klepacki-M-wNTtKsDgc-unsplash,Chien,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Chien\stephanie-klepacki-M-wNTtKsDgc-unsplash.jpg,2,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Chien\stephanie-klepacki-M-wNTtKsDgc-unsplash.jpg
2eag0y5,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\2eag0y5.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\2eag0y5.jpg
360_F_251135278_6rZHfk0BTbLU9QEcuf0qt12GadmArxuo,Ecureuil,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ecureuil\360_F_251135278_6rZHfk0BTbLU9QEcuf0qt12GadmArxuo.jpg,4,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ecureuil\360_F_251135278_6rZHfk0BTbLU9QEcuf0qt12GadmArxuo.jpg
Black-Bear-Tracks-7,Ours,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Ours\Black-Bear-Tracks-7.jpg,7,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Ours\Black-Bear-Tracks-7.jpg
s0323b,Raton laveur,C:\cours_b3\mspr-ia\WildLens_MSPR\Mammiferes\Raton laveur\s0323b.jpg,10,C:\cours_b3\mspr-ia\WildLens_MSPR\images_nettoyees\Raton laveur\s0323b.jpg
